ID,CNN,STREET,PCI_Score,From_Street,To_Street,PCI_Change_Date,Treatment_or_Survey,Street_Accepted_For_Maintenance,Functional_Class
13712,9878201,OCTAVIA ST,100,PAGE ST,LILY ST,8/23/2005,Treatment,Yes,
13713,9878301,OCTAVIA ST,100,PAGE ST,OAK ST,8/23/2005,Treatment,Yes,
13714,9878401,OCTAVIA ST,100,PAGE ST,OAK ST,8/23/2005,Treatment,Yes,
13715,9879101,OCTAVIA ST,100,LILY ST,OAK ST,8/23/2005,Treatment,Yes,
13716,9879201,OCTAVIA ST,100,LILY ST,OAK ST,8/23/2005,Treatment,Yes,
13717,9880101,OCTAVIA ST,100,OAK ST,HICKORY ST,8/23/2005,Treatment,Yes,
13718,9880201,OCTAVIA ST,100,OAK ST,HICKORY ST,8/23/2005,Treatment,Yes,
13719,9880301,OCTAVIA ST,100,OAK ST,FELL ST,8/23/2005,Treatment,Yes,
13720,9880401,OCTAVIA ST,100,OAK ST,FELL ST,8/23/2005,Treatment,Yes,
13721,9881101,OCTAVIA ST,100,HICKORY ST,FELL ST,8/23/2005,Treatment,Yes,
13722,9881201,OCTAVIA ST,100,HICKORY ST,FELL ST,8/23/2005,Treatment,Yes,
13723,9882101,OCTAVIA ST,100,FELL ST,LINDEN ST,8/23/2005,Treatment,Yes,
13724,9882201,OCTAVIA ST,100,FELL ST,LINDEN ST,8/23/2005,Treatment,Yes,
13725,9883101,OCTAVIA ST,100,LINDEN ST,HAYES ST,8/23/2005,Treatment,Yes,
13726,9883201,OCTAVIA ST,100,LINDEN ST,HAYES ST,8/23/2005,Treatment,Yes,
13727,25858000,OCTAVIA ST,100,WALLER ST,Intersection,8/23/2005,Treatment,No,
13728,25907000,OCTAVIA ST,100,ROSE ST,Intersection,8/23/2005,Treatment,No,
13729,25909000,OCTAVIA ST,100,PAGE ST,Intersection,8/23/2005,Treatment,No,
13730,25910000,OCTAVIA ST,100,LILY ST,Intersection,8/23/2005,Treatment,No,
13731,25912000,OCTAVIA ST,100,HICKORY ST,Intersection,8/23/2005,Treatment,No,
13732,25914000,OCTAVIA ST,100,FELL ST,Intersection,8/23/2005,Treatment,No,
13733,25925000,OCTAVIA ST,100,HAYES ST,Intersection,8/23/2005,Treatment,No,
13734,25926000,OCTAVIA ST,100,LINDEN ST,Intersection,8/23/2005,Treatment,No,
13735,30756000,OCTAVIA ST,100,MARKET ST,Intersection,8/23/2005,Treatment,No,
13736,26576000,OCTAVIA ST,100,GREEN ST,Intersection,8/18/2005,Treatment,No,
13737,9874001,OCTAVIA ST,74,MARKET ST,WALLER ST,7/29/2004,Survey,Yes,
13738,26520000,OCTAVIA ST,100,SUTTER ST,Intersection,3/12/2001,Treatment,No,
13739,26528000,Octavia St: Pine St Intersection,100,PINE ST,Intersection,7/19/2019,Treatment,No,
13740,26557000,Octavia St: Sacramento St Intersection,100,SACRAMENTO ST,Intersection,7/19/2019,Treatment,No,
13741,12172000,Odd Fellows Way,91,07th St \ Stevenson St,End,10/18/2018,Survey,Yes,Residential
13742,9745000,Ofarrell St,13,Lyon St \ Sonora Ln,Anzavista Ave,10/14/2018,Survey,Yes,Residential
13743,9746000,Ofarrell St,16,Anzavista Ave,Anza St \ Masonic Ave,10/14/2018,Survey,Yes,Residential
13744,9744000,Ofarrell St,17,Saint Josephs Ave,Lyon St \ Sonora Ln,10/14/2018,Survey,Yes,Residential
13745,9743000,Ofarrell St,82,Broderick St,Saint Josephs Ave,10/14/2018,Survey,Yes,Residential
13746,9722000,Ofarrell St,72,Stockton St,Powell St,9/30/2018,Survey,Yes,Arterial
13747,9721000,Ofarrell St,84,Security Pacific Pl,Stockton St,9/30/2018,Survey,Yes,Arterial
13748,9723000,Ofarrell St,84,Powell St,Cyril Magnin St,9/30/2018,Survey,Yes,Arterial
13749,9720000,Ofarrell St,85,Grant Ave \ Market St,Security Pacific Pl,9/30/2018,Survey,Yes,Arterial
13750,9736000,Ofarrell St,47,Van Ness Ave,Franklin St \ Starr King Way,8/26/2018,Survey,Yes,Arterial
13751,9737000,Ofarrell St,85,Hollis St,Webster St,8/26/2018,Survey,Yes,Residential
13752,9738000,Ofarrell St,61,Fillmore St,Steiner St,8/21/2018,Survey,Yes,Residential
13753,9733000,Ofarrell St,63,Hyde St,Larkin St,8/20/2018,Survey,Yes,Arterial
13754,9726000,Ofarrell St,67,Mason St,Taylor St,8/20/2018,Survey,Yes,Arterial
13755,9731000,Ofarrell St,68,Harlem Aly,Ada Ct,8/20/2018,Survey,Yes,Arterial
13756,9728000,Ofarrell St,70,Shannon St,Jones St,8/20/2018,Survey,Yes,Arterial
13757,9725000,Ofarrell St,70,Elwood St,Mason St,8/20/2018,Survey,Yes,Arterial
13758,9727000,Ofarrell St,71,Taylor St,Shannon St,8/20/2018,Survey,Yes,Arterial
13759,9732000,Ofarrell St,76,Ada Ct,Hyde St,8/20/2018,Survey,Yes,Arterial
13760,9729000,Ofarrell St,77,Jones St,Leavenworth St,8/20/2018,Survey,Yes,Arterial
13761,9724000,Ofarrell St,80,Cyril Magnin St,Elwood St,8/20/2018,Survey,Yes,Arterial
13762,9734000,Ofarrell St,82,Larkin St,Polk St,8/20/2018,Survey,Yes,Arterial
13763,9730000,Ofarrell St,83,Leavenworth St,Harlem Aly,8/20/2018,Survey,Yes,Arterial
13764,9735000,Ofarrell St,91,Polk St,Van Ness Ave,8/20/2018,Survey,Yes,Arterial
13765,9740000,Ofarrell St,85,Scott St,Beideman St,8/19/2018,Survey,Yes,Residential
13766,9742000,Ofarrell St,85,Divisadero St,Broderick St,8/19/2018,Survey,Yes,Residential
13767,9739000,Ofarrell St,85,Pierce St,Scott St,8/19/2018,Survey,Yes,Residential
13768,9741000,Ofarrell St,85,Beideman St,Divisadero St,8/19/2018,Survey,Yes,Residential
13769,24942000,O'FARRELL ST,100,TAYLOR ST,Intersection,7/26/2005,Treatment,No,
13770,24944000,O'FARRELL ST,100,SHANNON ST,Intersection,7/8/2005,Treatment,No,
13771,25142000,O'FARRELL ST,100,ADA CT,Intersection,7/5/2005,Treatment,No,
13772,25143000,O'FARRELL ST,100,HARLEM ALY,Intersection,7/5/2005,Treatment,No,
13773,24656000,O'FARRELL ST,100,SECURITY PACIFIC PL,Intersection,4/26/2005,Treatment,No,
13774,24905000,O'FARRELL ST,100,CYRIL MAGNIN ST,Intersection,4/26/2005,Treatment,No,
13775,24913000,O'FARRELL ST,100,MASON ST,Intersection,4/26/2005,Treatment,No,
13776,24914000,O'FARRELL ST,100,ELWOOD ST,Intersection,4/26/2005,Treatment,No,
13777,25152000,O'FARRELL ST,100,LARKIN ST,Intersection,4/18/2005,Treatment,No,
13778,30768000,Ofarrell St: Grant Ave \ Market St Intersection,100,MARKET ST \ OFARRELL ST,Intersection,5/30/2015,Treatment,No,
13779,25179000,Ofarrell St: Polk St Intersection,100,POLK ST,Intersection,10/15/2018,Treatment,No,
13780,26588000,Ofarrell St: Webster St Intersection,100,WEBSTER ST,Intersection,7/26/2018,Treatment,No,
13781,9911000,Ogden Ave,64,Ellsworth St,Gates St,8/16/2018,Survey,Yes,Residential
13782,9910000,Ogden Ave,83,Anderson St,Ellsworth St,8/16/2018,Survey,Yes,Residential
13783,9913000,Ogden Ave,87,Folsom St,Banks St,8/16/2018,Survey,Yes,Residential
13784,9908000,Ogden Ave,96,Andover St,Moultrie St,8/16/2018,Survey,Yes,Residential
13785,9909000,OGDEN AVE,34,MOULTRIE ST,ANDERSON ST,10/29/2008,Survey,No,
13786,9914000,OGDEN AVE,34,BANKS ST,PRENTISS ST,10/29/2008,Survey,No,
13787,9912000,OGDEN AVE,39,GATES ST,FOLSOM ST,10/29/2008,Survey,No,
13788,9919000,Olive St,100,Polk St,Van Ness Ave,10/15/2018,Treatment,Yes,Residential
13789,9920000,Olive St,87,Van Ness Ave,Franklin St,8/26/2018,Survey,Yes,Residential
13790,9918000,Olive St,95,Larkin St,Polk St,7/27/2017,Survey,Yes,Residential
13791,25194000,Olive St: Franklin St Intersection,100,OLIVE ST,Intersection,5/25/2015,Treatment,No,
13792,25180000,Olive St: Polk St Intersection,100,POLK ST,Intersection,10/15/2018,Treatment,No,
13793,9921000,Oliver St,84,Mission St,Brunswick St,9/2/2018,Survey,Yes,Residential
13794,9923000,Olmstead St,100,Girard St,Brussels St,5/13/2019,Treatment,Yes,Residential
13795,9928000,Olmstead St,27,Dartmouth St,Colby St,8/9/2018,Survey,Yes,Residential
13796,9924000,Olmstead St,78,Brussels St,Goettingen St,8/9/2018,Survey,Yes,Residential
13797,9922000,Olmstead St,85,San Bruno Ave,Girard St,8/9/2018,Survey,Yes,Residential
13798,9929000,Olmstead St,87,Colby St,University St,8/9/2018,Survey,Yes,Residential
13799,9927000,Olmstead St,87,Bowdoin St,Dartmouth St,8/9/2018,Survey,Yes,Residential
13800,9926000,Olmstead St,87,End,Bowdoin St,8/9/2018,Survey,Yes,Residential
13801,9925000,Olmstead St,46,Goettingen St,End,6/30/2017,Survey,Yes,Residential
13802,20576000,Olmstead St,100,San Bruno Ave,Intersection,4/5/2013,Treatment,No,
13803,9942000,Olympia Way,15,Dellbrook Ave,Clarendon Ave,9/6/2018,Survey,Yes,Residential
13804,9940000,Olympia Way,35,Panorama Dr,Dellbrook Ave,9/6/2018,Survey,Yes,Residential
13805,9941000,Olympia Way,65,Dellbrook Ave,Dellbrook Ave,9/6/2018,Survey,Yes,Residential
13806,9943000,Omar Way,58,Sequoia Way,Rockdale Dr,9/6/2018,Survey,Yes,Residential
13807,9944000,Omar Way,95,Rockdale Dr,Myra Way,9/6/2018,Survey,Yes,Residential
13808,22366000,OMAR WAY,100,SEQUOIA WAY,Intersection,9/20/2001,Treatment,No,
13809,9948000,Oneida Ave,82,Delano Ave,San Jose Ave,9/8/2018,Survey,Yes,Residential
13810,9947000,Oneida Ave,84,Otsego Ave,Delano Ave,9/8/2018,Survey,Yes,Residential
13811,9946000,Oneida Ave,84,End,Cayuga Ave,9/8/2018,Survey,Yes,Residential
13812,22057000,ONEIDA AVE,100,CAYUGA AVE,Intersection,10/6/2008,Treatment,No,
13813,22075000,ONEIDA AVE,100,OTSEGO AVE,Intersection,12/19/2003,Treatment,No,
13814,9952000,Onondaga Ave,77,Mission St,Alemany Blvd,9/9/2018,Survey,Yes,Residential
13815,9953000,Onondaga Ave,59,Alemany Blvd,Rosella Ct,9/8/2018,Survey,Yes,Residential
13816,9957000,Onondaga Ave,91,Otsego Ave,Ocean Ave,9/8/2018,Survey,Yes,Residential
13817,9954000,Onondaga Ave,95,Rosella Ct,Cayuga Ave,9/8/2018,Survey,Yes,Residential
13818,9956000,Onondaga Ave,100,Wanda St,Otsego Ave,5/16/2017,Treatment,Yes,Residential
13819,9955000,Onondaga Ave,100,Cayuga Ave,Wanda St,5/16/2017,Treatment,Yes,Residential
13820,22076000,ONONDAGA AVE,100,OTSEGO AVE,Intersection,12/19/2003,Treatment,No,
13821,9960000,OPHIR ALY,67,POST ST,COSMO PL,10/29/2008,Survey,No,
13822,24964000,OPHIR ALY,100,POST ST,Intersection,3/22/2001,Treatment,No,
13823,9961000,Ora Way,95,Gold Mine Dr,Topaz Way,6/6/2018,Treatment,Yes,Residential
13824,21998000,ORA WAY,100,TOPAZ WAY,Intersection,9/25/2002,Treatment,No,
13825,9963000,Orange Aly,86,24th St,25th St,8/9/2018,Survey,Yes,Residential
13826,9962000,Orange Aly,87,End,24th St,8/9/2018,Survey,Yes,Residential
13827,9964000,ORANGE ALY,100,25TH ST,26TH ST,10/29/2008,Survey,No,
13828,9965000,Orben Pl,81,Pine St,California St,10/19/2018,Survey,Yes,Residential
13829,26606000,Orben Pl: Pine St Intersection,100,PINE ST,Intersection,7/19/2019,Treatment,No,
13830,9966000,Ord Ct,72,Ord St \ Vulcan Stwy,End,8/24/2018,Survey,Yes,Residential
13831,26168000,ORD CT,100,ORD ST \ VULCAN STWY,Intersection,8/26/1999,Treatment,No,
13832,9968000,Ord St,44,Saturn St,17th St,8/24/2018,Survey,Yes,Residential
13833,9967000,Ord St,72,Ord Ct \ Vulcan Stwy,Saturn St,8/24/2018,Survey,Yes,Residential
13834,9969000,Ord St,79,17th St,Corbett Ave,8/24/2018,Survey,Yes,Residential
13835,9970000,Ord St,95,Corbett Ave,Market St,8/24/2018,Survey,Yes,Residential
13836,9971000,Ord St,95,Market St,18th St,9/29/2017,Survey,Yes,Residential
13837,33579000,ORD ST,100,SATURN ST,Intersection,8/26/1999,Treatment,No,
13838,26163000,Ord St: Market St Intersection,100,ORD ST,Intersection,5/25/2015,Treatment,No,
13839,32922000,Ord St: Market St Intersection,100,ORD ST,Intersection,5/25/2015,Treatment,No,
13840,9976000,Ordway St,100,Somerset St,Alder St \ Ankeny St,2/13/2019,Treatment,Yes,Residential
13841,9975000,Ordway St,100,Goettingen St,Somerset St,2/13/2019,Treatment,Yes,Residential
13842,9973000,Ordway St,47,Girard St,Brussels St,10/25/2018,Survey,Yes,Residential
13843,9972000,Ordway St,54,San Bruno Ave,Girard St,10/25/2018,Survey,Yes,Residential
13844,9974000,Ordway St,78,Brussels St,Goettingen St,10/25/2018,Survey,Yes,Residential
13845,20562000,Ordway St,100,San Bruno Ave,Intersection,3/15/2013,Treatment,No,
13846,20588000,Ordway St: Somerset St Intersection,100,SOMERSET ST,Intersection,2/13/2019,Treatment,No,
13847,9981000,Orizaba Ave,80,Sagamore St,Sadowa St,7/11/2019,Treatment,Yes,Residential
13848,9983000,Orizaba Ave,90,Stanley St,Broad St,7/11/2019,Treatment,Yes,Residential
13849,9982000,Orizaba Ave,90,Sadowa St,Stanley St,7/11/2019,Treatment,Yes,Residential
13850,9987000,Orizaba Ave,79,Lobos St,Minerva St,10/25/2018,Survey,Yes,Residential
13851,9991000,Orizaba Ave,86,Thrift St,End,10/25/2018,Survey,Yes,Residential
13852,9989000,Orizaba Ave,87,Sargent St,Montana St,10/25/2018,Survey,Yes,Residential
13853,9994000,Orizaba Ave,89,Lakeview Ave,Garfield St \ Grafton Ave,10/25/2018,Survey,Yes,Residential
13854,9990000,Orizaba Ave,91,Montana St,Thrift St,10/25/2018,Survey,Yes,Residential
13855,9988000,Orizaba Ave,93,Minerva St,Sargent St,10/25/2018,Survey,Yes,Residential
13856,9984000,Orizaba Ave,72,Broad St,Farallones St,9/2/2018,Survey,Yes,Collector
13857,9985000,Orizaba Ave,83,Farallones St,Randolph St,9/2/2018,Survey,Yes,Collector
13858,9986000,Orizaba Ave,98,Randolph St,Lobos St,10/16/2017,Treatment,Yes,Residential
13859,9995000,Orizaba Ave,70,Garfield St \ Grafton Ave,Holloway Ave,12/2/2016,Treatment,Yes,Residential
13860,52069000,ORIZABA AVE,100,LAKEVIEW AVE,Intersection,9/17/2012,Treatment,No,
13861,9978000,ORIZABA AVE,83,DE LONG ST,END,10/29/2008,Survey,No,
13862,22607000,Orizaba Ave: Garfield St \ Grafton Ave Intersection,100,GRAFTON AVE \ ORIZABA AVE,Intersection,10/26/2016,Treatment,No,
13863,14010000,Orsi Cir,85,Issleib Ave,Kalmanovitz St,9/15/2018,Survey,Yes,Residential
13864,14009000,Orsi Cir,86,Kalmanovitz St,Issleib Ave,9/15/2018,Survey,Yes,Residential
13865,10031000,Ortega St,100,42nd Ave,43rd Ave,12/31/2018,Treatment,Yes,Residential
13866,10000101,Ortega St,94,11th Ave,Selma Way,11/2/2018,Survey,Yes,Residential
13867,10000102,Ortega St,96,Selma Way,14th Ave,11/2/2018,Survey,Yes,Residential
13868,10002000,Ortega St,40,15th Ave \ Ortega Way,16th Ave,10/2/2018,Survey,Yes,Residential
13869,9998000,Ortega St,50,09th Ave,10th Ave,10/2/2018,Survey,Yes,Residential
13870,10003000,Ortega St,58,16th Ave,17th Ave,10/2/2018,Survey,Yes,Residential
13871,9999000,Ortega St,71,10th Ave,11th Ave,10/2/2018,Survey,Yes,Residential
13872,9997000,Ortega St,84,08th Ave,09th Ave,10/2/2018,Survey,Yes,Residential
13873,10005000,Ortega St,87,Anglo Aly,18th Ave,10/2/2018,Survey,Yes,Residential
13874,10000201,Ortega St,89,11th Ave,Aerial Way,10/2/2018,Survey,Yes,Residential
13875,10000203,Ortega St,89,Cascade Walk,14th Ave,10/2/2018,Survey,Yes,Residential
13876,10000202,Ortega St,89,Aerial Way,Cascade Walk,10/2/2018,Survey,Yes,Residential
13877,10004000,Ortega St,91,17th Ave,Anglo Aly,10/2/2018,Survey,Yes,Residential
13878,10010000,Ortega St,28,22nd Ave,23rd Ave,8/25/2018,Survey,Yes,Residential
13879,10007000,Ortega St,32,19th Ave,20th Ave,8/25/2018,Survey,Yes,Residential
13880,10029000,Ortega St,49,40th Ave,41st Ave,8/25/2018,Survey,Yes,Residential
13881,10009000,Ortega St,49,21st Ave,22nd Ave,8/25/2018,Survey,Yes,Residential
13882,10008000,Ortega St,56,20th Ave,21st Ave,8/25/2018,Survey,Yes,Residential
13883,10012000,Ortega St,61,24th Ave,25th Ave,8/25/2018,Survey,Yes,Residential
13884,10014000,Ortega St,63,26th Ave,27th Ave,8/25/2018,Survey,Yes,Residential
13885,10035000,Ortega St,63,46th Ave,47th Ave,8/25/2018,Survey,Yes,Residential
13886,10013000,Ortega St,65,25th Ave,26th Ave,8/25/2018,Survey,Yes,Residential
13887,10015000,Ortega St,66,27th Ave,28th Ave,8/25/2018,Survey,Yes,Residential
13888,10028000,Ortega St,70,39th Ave,40th Ave,8/25/2018,Survey,Yes,Residential
13889,10016000,Ortega St,70,28th Ave,29th Ave,8/25/2018,Survey,Yes,Residential
13890,10033000,Ortega St,73,44th Ave,45th Ave,8/25/2018,Survey,Yes,Residential
13891,10011000,Ortega St,74,23rd Ave,24th Ave,8/25/2018,Survey,Yes,Residential
13892,10026000,Ortega St,79,37th Ave,38th Ave,8/25/2018,Survey,Yes,Residential
13893,10027000,Ortega St,80,38th Ave,39th Ave,8/25/2018,Survey,Yes,Residential
13894,10025000,Ortega St,85,Sunset Blvd,37th Ave,8/25/2018,Survey,Yes,Residential
13895,10024000,Ortega St,85,36th Ave,Sunset Blvd,8/25/2018,Survey,Yes,Residential
13896,10037000,Ortega St,87,48th Ave,Great Hwy,8/25/2018,Survey,Yes,Residential
13897,10020000,Ortega St,87,32nd Ave,33rd Ave,8/25/2018,Survey,Yes,Residential
13898,10017000,Ortega St,87,29th Ave,30th Ave,8/25/2018,Survey,Yes,Residential
13899,10019000,Ortega St,87,31st Ave,32nd Ave,8/25/2018,Survey,Yes,Residential
13900,10023000,Ortega St,87,35th Ave,36th Ave,8/25/2018,Survey,Yes,Residential
13901,10022000,Ortega St,87,34th Ave,35th Ave,8/25/2018,Survey,Yes,Residential
13902,10018000,Ortega St,87,30th Ave,31st Ave,8/25/2018,Survey,Yes,Residential
13903,10036000,Ortega St,87,47th Ave,48th Ave,8/25/2018,Survey,Yes,Residential
13904,10021000,Ortega St,87,33rd Ave,34th Ave,8/25/2018,Survey,Yes,Residential
13905,10030000,Ortega St,87,41st Ave,42nd Ave,8/25/2018,Survey,Yes,Residential
13906,10034000,Ortega St,92,45th Ave,46th Ave,8/10/2018,Treatment,Yes,Residential
13907,10006000,Ortega St,100,18th Ave,19th Ave,5/1/2018,Treatment,Yes,Residential
13908,10032000,Ortega St,100,43rd Ave,44th Ave,10/13/2017,Treatment,Yes,Residential
13909,27689000,ORTEGA ST,100,34TH AVE,Intersection,7/24/2006,Treatment,No,
13910,27690000,ORTEGA ST,100,35TH AVE,Intersection,7/24/2006,Treatment,No,
13911,27398000,ORTEGA ST,100,29TH AVE,Intersection,8/16/2004,Treatment,No,
13912,27673000,ORTEGA ST,100,30TH AVE,Intersection,8/16/2004,Treatment,No,
13913,27674000,ORTEGA ST,100,31ST AVE,Intersection,8/16/2004,Treatment,No,
13914,27677000,ORTEGA ST,100,32ND AVE,Intersection,8/16/2004,Treatment,No,
13915,32873000,ORTEGA ST,100,SELMA WAY,Intersection,3/24/2003,Treatment,No,
13916,27925000,Ortega St: 48th Ave Intersection,100,ORTEGA ST,Intersection,8/25/2015,Treatment,No,
13917,10040000,Osage Aly,87,25th St,26th St,8/9/2018,Survey,Yes,Residential
13918,10039000,Osage Aly,91,24th St,25th St,7/17/2017,Survey,Yes,Residential
13919,10038000,OSAGE ALY,29,END,24TH ST,10/29/2008,Survey,No,
13920,10042000,Osceola Ln,52,La Salle Ave,La Salle Ave,10/13/2018,Survey,Yes,Residential
13921,10043000,Osgood Pl,81,Pacific Ave,Broadway,9/29/2018,Survey,Yes,Residential
13922,9749201,Oshaughnessy Blvd,79,Malta Dr,Bosworth St,9/6/2018,Survey,Yes,Arterial
13923,9747201,Oshaughnessy Blvd,84,Portola Dr \ Woodside Ave,Del Vale Ave,9/6/2018,Survey,Yes,Arterial
13924,9748201,Oshaughnessy Blvd,85,Del Vale Ave,Malta Dr,9/6/2018,Survey,Yes,Arterial
13925,9749101,Oshaughnessy Blvd,82,Malta Dr,Bosworth St,8/24/2018,Survey,Yes,Arterial
13926,9748101,Oshaughnessy Blvd,86,Del Vale Ave,Malta Dr,8/24/2018,Survey,Yes,Arterial
13927,9747101,Oshaughnessy Blvd,87,Portola Dr \ Woodside Ave,Del Vale Ave,8/24/2018,Survey,Yes,Arterial
13928,22285000,OSHAUGHNESSY BLVD,100,MALTA DR,Intersection,5/9/2011,Treatment,No,
13929,33003000,OSHAUGHNESSY BLVD,100,DEL VALE AVE,Intersection,5/9/2011,Treatment,No,
13930,10046000,Otis St,69,12th St \ Mission St \ South Van Ness Ave,Brady St,8/20/2018,Survey,Yes,Arterial
13931,10048000,Otis St,83,Gough St \ Mccoppin St,13th St \ Duboce Ave \ Hwy 101 Northbound Ramp \ Mission St,8/20/2018,Survey,Yes,Arterial
13932,10047000,Otis St,83,Brady St,Gough St \ Mccoppin St,8/20/2018,Survey,Yes,Arterial
13933,24393000,OTIS ST,100,BRADY ST,Intersection,4/28/2008,Treatment,No,
13934,10053000,Otsego Ave,95,Meda Ave \ Ocean Ave,Onondaga Ave,7/11/2019,Treatment,Yes,Residential
13935,10049000,Otsego Ave,80,Santa Ysabel Ave,San Juan Ave,9/8/2018,Survey,Yes,Residential
13936,10052000,Otsego Ave,80,Rudden Ave,Meda Ave \ Ocean Ave,9/8/2018,Survey,Yes,Residential
13937,10050000,Otsego Ave,84,San Juan Ave,Santa Ynez Ave,9/8/2018,Survey,Yes,Residential
13938,10051000,Otsego Ave,95,Santa Ynez Ave,Rudden Ave,9/8/2018,Survey,Yes,Residential
13939,10054000,Otsego Ave,95,Onondaga Ave,Oneida Ave,6/6/2018,Treatment,Yes,Residential
13940,10062000,Ottawa Ave,46,Delano Ave,Otega Ave,10/25/2018,Survey,Yes,Residential
13941,10059000,Ottawa Ave,92,Alemany Blvd,Rome St,9/14/2018,Treatment,Yes,Residential
13942,10061000,Ottawa Ave,84,Cayuga Ave,Delano Ave,9/8/2018,Survey,Yes,Residential
13943,10060000,Ottawa Ave,84,Rome St,Cayuga Ave,9/8/2018,Survey,Yes,Residential
13944,10055000,Ottawa Ave,61,Mission St,Ellington Ave,9/2/2018,Survey,Yes,Residential
13945,10056000,Ottawa Ave,77,Ellington Ave,Del Monte St,9/2/2018,Survey,Yes,Residential
13946,10057000,Ottawa Ave,83,Del Monte St,Huron Ave,9/2/2018,Survey,Yes,Residential
13947,10058000,Ottawa Ave,84,Huron Ave,Alemany Blvd,9/2/2018,Survey,Yes,Residential
13948,21528000,OTTAWA AVE,100,ROME ST,Intersection,10/11/2002,Treatment,No,
13949,10063000,OVERLOOK DR,48,TRANSVERSE DR,MIDDLE WEST DR,10/29/2008,Survey,No,
13950,19998000,Owens St,83,Campus Way,16th St,10/17/2018,Survey,Yes,Residential
13951,19995000,Owens St,83,Mission Bay Cir,Nelson Rising Ln,10/17/2018,Survey,Yes,Residential
13952,19996000,Owens St,83,Nelson Rising Ln,Gene Friend Way,10/17/2018,Survey,Yes,Residential
13953,19997000,Owens St,85,Gene Friend Way,Campus Way,10/17/2018,Survey,Yes,Residential
13954,19997000,OWENS ST,19,GENE FRIEND WAY,CAMPUS WAY,8/28/1995,Survey,Yes,
13955,19998000,OWENS ST,19,CAMPUS WAY,16TH ST,8/28/1995,Survey,Yes,
13956,10070000,Oxford St,15,Bacon St,Wayland St,8/15/2018,Survey,Yes,Residential
13957,10069000,Oxford St,69,Burrows St,Bacon St,8/15/2018,Survey,Yes,Residential
13958,10067000,Oxford St,76,Silliman St,Felton St,8/15/2018,Survey,Yes,Residential
13959,10066000,Oxford St,81,Pioche St,Silliman St,8/15/2018,Survey,Yes,Residential
13960,10065000,Oxford St,85,Silver Ave \ Sunglow Ln,Pioche St,8/15/2018,Survey,Yes,Residential
13961,10068000,Oxford St,63,Felton St,Burrows St,5/16/2016,Treatment,Yes,Residential
13962,10094000,Pacheco St,100,18th Ave,19th Ave,3/6/2019,Treatment,Yes,Residential
13963,10080201,Pacheco St,67,Forest Hill Path \ Lopez Ave,Alton Ave \ Unnamed 033,11/2/2018,Survey,Yes,Residential
13964,10096000,Pacheco St,100,20th Ave,21st Ave,10/18/2018,Treatment,Yes,Residential
13965,10098000,Pacheco St,100,22nd Ave,23rd Ave,10/18/2018,Treatment,Yes,Residential
13966,10097000,Pacheco St,100,21st Ave,22nd Ave,10/18/2018,Treatment,Yes,Residential
13967,4920000,Pacheco St,79,End,Dorantes Ave \ Magellan Ave,10/8/2018,Survey,Yes,Residential
13968,10089000,Pacheco St,90,14th Ave \ Ortega Way,15th Ave \ Mandalay Ln,10/2/2018,Survey,Yes,Residential
13969,10076000,Pacheco St,40,End,Magellan Ave,9/28/2018,Survey,Yes,Residential
13970,10075000,Pacheco St,59,Dewey Blvd,End,9/28/2018,Survey,Yes,Residential
13971,10080102,Pacheco St,75,Unnamed 034,Alton Ave,9/28/2018,Survey,Yes,Residential
13972,10079000,Pacheco St,76,Castenada Ave,Forest Hill Path \ Lopez Ave,9/28/2018,Survey,Yes,Residential
13973,10087000,Pacheco St,77,12th Ave,Aerial Way,9/28/2018,Survey,Yes,Residential
13974,10080101,Pacheco St,81,Forest Hill Path \ Lopez Ave,Unnamed 034,9/28/2018,Survey,Yes,Residential
13975,10077000,Pacheco St,82,Magellan Ave,Marcela Ave,9/28/2018,Survey,Yes,Residential
13976,10083000,Pacheco St,83,09th Ave,10th Ave,9/28/2018,Survey,Yes,Residential
13977,10080202,Pacheco St,85,Alton Ave \ Unnamed 033,Alton Ave,9/28/2018,Survey,Yes,Residential
13978,10082000,Pacheco St,86,08th Ave,09th Ave,9/28/2018,Survey,Yes,Residential
13979,10078000,Pacheco St,86,Marcela Ave,Castenada Ave,9/28/2018,Survey,Yes,Residential
13980,10086000,Pacheco St,91,11th Ave,12th Ave,9/28/2018,Survey,Yes,Residential
13981,10088000,Pacheco St,93,Aerial Way,Cascade Walk \ Funston Ave,9/28/2018,Survey,Yes,Residential
13982,10081000,Pacheco St,93,Alton Ave,08th Ave,9/28/2018,Survey,Yes,Residential
13983,10085000,Pacheco St,99,Oriole Way,11th Ave,9/28/2018,Survey,Yes,Residential
13984,10084000,Pacheco St,100,10th Ave,Oriole Way,9/28/2018,Survey,Yes,Residential
13985,10109000,Pacheco St,15,Sunset Blvd,37th Ave,8/16/2018,Survey,Yes,Residential
13986,10108000,Pacheco St,23,36th Ave,Sunset Blvd,8/16/2018,Survey,Yes,Residential
13987,10111000,Pacheco St,28,42nd Ave,43rd Ave,8/16/2018,Survey,Yes,Residential
13988,10105000,Pacheco St,39,33rd Ave,34th Ave,8/16/2018,Survey,Yes,Residential
13989,10110000,Pacheco St,43,41st Ave,42nd Ave,8/16/2018,Survey,Yes,Residential
13990,10112000,Pacheco St,50,43rd Ave,44th Ave,8/16/2018,Survey,Yes,Residential
